ID,Label
1156,work
1157,get
1158,say
1159,work
1160,way
1161,play
1162,way
1163,say
1164,get
1165,get
1166,get
1167,get
1168,get
1169,get
1170,say
1171,say
1172,real
1173,way
1174,get
1175,get
1176,get
1177,get
1178,say
1179,say
1180,work
1181,play
1182,work
1183,play
1184,new
1185,tim
1186,tim
1187,play
1188,way
1189,get
1190,way
1191,get
1192,way
1193,say
1194,get
1195,way
1196,play
1197,work
1198,get
1199,get
1200,get
1201,good
1202,work
1203,say
1204,way
1205,say
1206,get
1207,say
1208,say
1209,real
1210,way
1211,tim
1212,way
1213,get
1214,get
1215,say
1216,way
1217,way
1218,play
1219,good
1220,new
1221,get
1222,get
1223,work
1224,tim
1225,play
1226,get
1227,say
1228,get
1229,tim
1230,tim
1231,get
1232,get
1233,way
1234,new
1235,get
1236,get
1237,way
1238,way
1239,work
1240,real
1241,work
1242,say
1243,play
1244,say
1245,get
1246,get
1247,say
1248,get
1249,get
1250,good
1251,get
1252,get
1253,get
1254,real
1255,good
1256,get
1257,get
1258,play
1259,say
1260,new
1261,way
1262,work
1263,get
1264,way
1265,get
1266,real
1267,way
1268,get
1269,good
1270,get
1271,get
1272,new
1273,way
1274,say
1275,way
1276,good
1277,play
1278,get
1279,play
1280,get
1281,good
1282,get
1283,work
1284,play
1285,new
1286,say
1287,new
1288,work
1289,way
1290,get
1291,play
1292,good
1293,say
1294,get
1295,get
1296,play
1297,play
1298,say
1299,get
1300,get
1301,play
1302,new
1303,get
1304,work
1305,get
1306,say
1307,new
1308,say
1309,work
1310,new
1311,say
1312,say
